id,airline_iata,airline_icao,flight_iata,flight_icao,flight_number,dep_iata,dep_icao,dep_terminal,dep_gate,dep_time,dep_time_utc,dep_estimated,dep_estimated_utc,dep_actual,dep_actual_utc,arr_iata,arr_icao,arr_terminal,arr_gate,arr_baggage,arr_time,arr_time_utc,cs_airline_iata,cs_flight_number,cs_flight_iata,status,duration,delayed,dep_delayed,arr_delayed,aircraft_icao,arr_time_ts,dep_time_ts,dep_estimated_ts,dep_actual_ts,departure,arrivals,arr_estimated,arr_estimated_ts,arr_estimated_utc,arr_actual,arr_actual_ts,arr_actual_utc
428,VY,VLG,VY5066,VLG5066,5066,LIS,LPPT,1,,2022-11-08 20:40,2022-11-08 20:40,2022-11-08 20:45,2022-11-08 20:45,2022-11-08 20:45,2022-11-08 20:45,MAD,LEMD,4S,,07,2022-11-08 23:10,2022-11-08 22:10,IB,3105.0,IB3105,active,90,5.0,5.0,,,1667945400,1667940000,1667940300.0,1667940300.0,Lisbon Humberto Delgado Airport,Adolfo Suarez Madrid-Barajas Airport,2022-11-08 23:02,1667944920.0,2022-11-08 22:02,,,
429,FR,RYR,FR2935,RYR2935,2935,LIS,LPPT,2,,2022-11-08 20:50,2022-11-08 20:50,,,,,STN,EGSS,1,,,2022-11-08 23:30,2022-11-08 23:30,,,,scheduled,160,,,,,1667950200,1667940600,,,Lisbon Humberto Delgado Airport,London Stansted Airport,,,,,,
430,TP,TAP,TP1496,TAP1496,1496,LIS,LPPT,1,,2022-11-08 20:50,2022-11-08 20:50,,,,,BJL,GBYD,,,,2022-11-09 01:10,2022-11-09 01:10,,,,scheduled,260,,,,,1667956200,1667940600,,,Lisbon Humberto Delgado Airport,Banjul International Airport,,,,,,
431,AD,AZU,AD7297,AZU7297,7297,LIS,LPPT,1,,2022-11-08 20:55,2022-11-08 20:55,2022-11-08 21:00,2022-11-08 21:00,,,BCN,LEBL,1,,11,2022-11-08 23:45,2022-11-08 22:45,TP,1042.0,TP1042,scheduled,110,1.0,,1.0,,1667947500,1667940900,1667941200.0,,Lisbon Humberto Delgado Airport,Barcelona-El Prat Airport,2022-11-08 23:46,1667947560.0,2022-11-08 22:46,,,
432,EK,UAE,EK4808,UAE4808,4808,LIS,LPPT,1,,2022-11-08 20:45,2022-11-08 20:45,2022-11-08 21:00,2022-11-08 21:00,,,DSS,GOBD,,,,2022-11-09 01:00,2022-11-09 01:00,TP,1485.0,TP1485,scheduled,255,,,,,1667955600,1667940300,1667941200.0,,Lisbon Humberto Delgado Airport,Blaise Diagne International Airport,,,,,,
433,EK,UAE,EK4860,UAE4860,4860,LIS,LPPT,1,,2022-11-08 20:55,2022-11-08 20:55,2022-11-08 21:00,2022-11-08 21:00,,,BCN,LEBL,1,,11,2022-11-08 23:45,2022-11-08 22:45,TP,1042.0,TP1042,scheduled,110,1.0,,1.0,,1667947500,1667940900,1667941200.0,,Lisbon Humberto Delgado Airport,Barcelona-El Prat Airport,2022-11-08 23:46,1667947560.0,2022-11-08 22:46,,,
434,S4,RZO,S48692,RZO8692,8692,LIS,LPPT,1,,2022-11-08 20:55,2022-11-08 20:55,2022-11-08 21:00,2022-11-08 21:00,,,BCN,LEBL,1,,11,2022-11-08 23:45,2022-11-08 22:45,TP,1042.0,TP1042,scheduled,110,1.0,,1.0,,1667947500,1667940900,1667941200.0,,Lisbon Humberto Delgado Airport,Barcelona-El Prat Airport,2022-11-08 23:46,1667947560.0,2022-11-08 22:46,,,
435,TK,THY,TK8138,THY8138,8138,LIS,LPPT,1,,2022-11-08 21:00,2022-11-08 21:00,,,,,SID,GVAC,,,,2022-11-09 00:10,2022-11-09 01:10,TP,1549.0,TP1549,scheduled,250,,,,,1667956200,1667941200,,,Lisbon Humberto Delgado Airport,Amilcar Cabral International Airport,,,,,,
436,TP,TAP,TP1042,TAP1042,1042,LIS,LPPT,1,,2022-11-08 20:55,2022-11-08 20:55,2022-11-08 21:00,2022-11-08 21:00,,,BCN,LEBL,1,,11,2022-11-08 23:45,2022-11-08 22:45,,,,scheduled,110,1.0,,1.0,,1667947500,1667940900,1667941200.0,,Lisbon Humberto Delgado Airport,Barcelona-El Prat Airport,2022-11-08 23:46,1667947560.0,2022-11-08 22:46,,,
437,TP,TAP,TP1485,TAP1485,1485,LIS,LPPT,1,,2022-11-08 20:45,2022-11-08 20:45,2022-11-08 21:00,2022-11-08 21:00,,,DSS,GOBD,,,,2022-11-09 01:00,2022-11-09 01:00,,,,scheduled,255,,,,,1667955600,1667940300,1667941200.0,,Lisbon Humberto Delgado Airport,Blaise Diagne International Airport,,,,,,
438,TP,TAP,TP1549,TAP1549,1549,LIS,LPPT,1,,2022-11-08 21:00,2022-11-08 21:00,,,,,SID,GVAC,,,,2022-11-09 00:10,2022-11-09 01:10,,,,scheduled,250,,,,,1667956200,1667941200,,,Lisbon Humberto Delgado Airport,Amilcar Cabral International Airport,,,,,,
439,UA,UAL,UA6870,UAL6870,6870,LIS,LPPT,1,,2022-11-08 20:55,2022-11-08 20:55,2022-11-08 21:00,2022-11-08 21:00,,,BCN,LEBL,1,,11,2022-11-08 23:45,2022-11-08 22:45,TP,1042.0,TP1042,scheduled,110,1.0,,1.0,,1667947500,1667940900,1667941200.0,,Lisbon Humberto Delgado Airport,Barcelona-El Prat Airport,2022-11-08 23:46,1667947560.0,2022-11-08 22:46,,,
440,FR,RYR,FR3953,RYR3953,3953,LIS,LPPT,2,,2022-11-08 21:05,2022-11-08 21:05,,,,,MAN,EGCC,3,,,2022-11-08 23:59,2022-11-08 23:59,,,,scheduled,174,1.0,,1.0,,1667951940,1667941500,,,Lisbon Humberto Delgado Airport,Manchester Airport,2022-11-09 00:00,1667952000.0,2022-11-09 00:00,,,
441,FR,RYR,FR7389,RYR7389,7389,LIS,LPPT,2,,2022-11-08 21:05,2022-11-08 21:05,,,,,DUB,EIDW,1,VCC2,5,2022-11-08 23:55,2022-11-08 23:55,,,,scheduled,170,35.0,,35.0,,1667951700,1667941500,,,Lisbon Humberto Delgado Airport,Dublin Airport,2022-11-09 00:30,1667953800.0,2022-11-09 00:30,,,
442,AC,ACA,AC2663,ACA2663,2663,LIS,LPPT,1,,2022-11-08 19:55,2022-11-08 19:55,2022-11-08 21:15,2022-11-08 21:15,,,BRU,EBBR,,,3,2022-11-08 23:45,2022-11-08 22:45,TP,642.0,TP642,scheduled,170,35.0,,35.0,,1667947500,1667937300,1667942100.0,,Lisbon Humberto Delgado Airport,Brussels Airport,2022-11-09 00:20,1667949600.0,2022-11-08 23:20,,,
443,SN,BEL,SN6412,BEL6412,6412,LIS,LPPT,1,,2022-11-08 19:55,2022-11-08 19:55,2022-11-08 21:15,2022-11-08 21:15,,,BRU,EBBR,,,3,2022-11-08 23:45,2022-11-08 22:45,TP,642.0,TP642,scheduled,170,35.0,,35.0,,1667947500,1667937300,1667942100.0,,Lisbon Humberto Delgado Airport,Brussels Airport,2022-11-09 00:20,1667949600.0,2022-11-08 23:20,,,
444,TP,TAP,TP642,TAP642,642,LIS,LPPT,1,,2022-11-08 19:55,2022-11-08 19:55,2022-11-08 21:15,2022-11-08 21:15,,,BRU,EBBR,,,3,2022-11-08 23:45,2022-11-08 22:45,,,,scheduled,170,35.0,,35.0,,1667947500,1667937300,1667942100.0,,Lisbon Humberto Delgado Airport,Brussels Airport,2022-11-09 00:20,1667949600.0,2022-11-08 23:20,,,
445,U2,EZY,U27343,EZY7343,7343,LIS,LPPT,1,,2022-11-08 19:05,2022-11-08 19:05,2022-11-08 21:19,2022-11-08 21:19,,,MAD,LEMD,1,,,2022-11-08 21:25,2022-11-08 20:25,,,,scheduled,80,124.0,134.0,124.0,,1667939100,1667934300,1667942340.0,,Lisbon Humberto Delgado Airport,Adolfo Suarez Madrid-Barajas Airport,2022-11-08 23:29,1667946540.0,2022-11-08 22:29,,,
446,AD,AZU,AD7506,AZU7506,7506,LIS,LPPT,1,,2022-11-08 21:00,2022-11-08 21:00,2022-11-08 21:20,2022-11-08 21:20,,,OPO,LPPR,,,,2022-11-08 22:00,2022-11-08 22:00,NI,1958.0,NI1958,scheduled,60,,,,,1667944800,1667941200,1667942400.0,,Lisbon Humberto Delgado Airport,Francisco de Sa Carneiro Airport,,,,,,
447,BT,BTI,BT5290,BTI5290,5290,LIS,LPPT,1,,2022-11-08 21:00,2022-11-08 21:00,2022-11-08 21:20,2022-11-08 21:20,,,OPO,LPPR,,,,2022-11-08 22:00,2022-11-08 22:00,NI,1958.0,NI1958,scheduled,60,,,,,1667944800,1667941200,1667942400.0,,Lisbon Humberto Delgado Airport,Francisco de Sa Carneiro Airport,,,,,,
448,EK,UAE,EK4791,UAE4791,4791,LIS,LPPT,1,,2022-11-08 21:00,2022-11-08 21:00,2022-11-08 21:20,2022-11-08 21:20,,,OPO,LPPR,,,,2022-11-08 22:00,2022-11-08 22:00,NI,1958.0,NI1958,scheduled,60,,,,,1667944800,1667941200,1667942400.0,,Lisbon Humberto Delgado Airport,Francisco de Sa Carneiro Airport,,,,,,
449,LH,DLH,LH6976,DLH6976,6976,LIS,LPPT,1,,2022-11-08 21:00,2022-11-08 21:00,2022-11-08 21:20,2022-11-08 21:20,,,OPO,LPPR,,,,2022-11-08 22:00,2022-11-08 22:00,NI,1958.0,NI1958,scheduled,60,,,,,1667944800,1667941200,1667942400.0,,Lisbon Humberto Delgado Airport,Francisco de Sa Carneiro Airport,,,,,,
450,NI,PGA,NI1958,PGA1958,1958,LIS,LPPT,1,,2022-11-08 21:00,2022-11-08 21:00,2022-11-08 21:20,2022-11-08 21:20,,,OPO,LPPR,,,,2022-11-08 22:00,2022-11-08 22:00,,,,scheduled,60,,,,,1667944800,1667941200,1667942400.0,,Lisbon Humberto Delgado Airport,Francisco de Sa Carneiro Airport,,,,,,
451,S4,RZO,S48149,RZO8149,8149,LIS,LPPT,1,,2022-11-08 21:00,2022-11-08 21:00,2022-11-08 21:20,2022-11-08 21:20,,,OPO,LPPR,,,,2022-11-08 22:00,2022-11-08 22:00,NI,1958.0,NI1958,scheduled,60,,,,,1667944800,1667941200,1667942400.0,,Lisbon Humberto Delgado Airport,Francisco de Sa Carneiro Airport,,,,,,
452,TP,TAP,TP1958,TAP1958,1958,LIS,LPPT,1,,2022-11-08 21:00,2022-11-08 21:00,2022-11-08 21:20,2022-11-08 21:20,,,OPO,LPPR,,,,2022-11-08 22:00,2022-11-08 22:00,NI,1958.0,NI1958,scheduled,60,,,,,1667944800,1667941200,1667942400.0,,Lisbon Humberto Delgado Airport,Francisco de Sa Carneiro Airport,,,,,,
453,AD,AZU,AD7284,AZU7284,7284,LIS,LPPT,1,,2022-11-08 21:00,2022-11-08 21:00,2022-11-08 21:30,2022-11-08 21:30,,,MAD,LEMD,2,,17,2022-11-08 23:20,2022-11-08 22:20,TP,1020.0,TP1020,scheduled,80,35.0,,35.0,,1667946000,1667941200,1667943000.0,,Lisbon Humberto Delgado Airport,Adolfo Suarez Madrid-Barajas Airport,2022-11-08 23:55,1667948100.0,2022-11-08 22:55,,,
454,EK,UAE,EK4858,UAE4858,4858,LIS,LPPT,1,,2022-11-08 21:00,2022-11-08 21:00,2022-11-08 21:30,2022-11-08 21:30,,,MAD,LEMD,2,,17,2022-11-08 23:20,2022-11-08 22:20,TP,1020.0,TP1020,scheduled,80,35.0,,35.0,,1667946000,1667941200,1667943000.0,,Lisbon Humberto Delgado Airport,Adolfo Suarez Madrid-Barajas Airport,2022-11-08 23:55,1667948100.0,2022-11-08 22:55,,,
455,S4,RZO,S48033,RZO8033,8033,LIS,LPPT,1,,2022-11-08 21:00,2022-11-08 21:00,2022-11-08 21:30,2022-11-08 21:30,,,MAD,LEMD,2,,17,2022-11-08 23:20,2022-11-08 22:20,TP,1020.0,TP1020,scheduled,80,35.0,,35.0,,1667946000,1667941200,1667943000.0,,Lisbon Humberto Delgado Airport,Adolfo Suarez Madrid-Barajas Airport,2022-11-08 23:55,1667948100.0,2022-11-08 22:55,,,
456,TP,TAP,TP1020,TAP1020,1020,LIS,LPPT,1,,2022-11-08 21:00,2022-11-08 21:00,2022-11-08 21:30,2022-11-08 21:30,,,MAD,LEMD,2,,17,2022-11-08 23:20,2022-11-08 22:20,,,,scheduled,80,35.0,,35.0,,1667946000,1667941200,1667943000.0,,Lisbon Humberto Delgado Airport,Adolfo Suarez Madrid-Barajas Airport,2022-11-08 23:55,1667948100.0,2022-11-08 22:55,,,
457,IB,IBE,IB5613,IBE5613,5613,LIS,LPPT,2,,2022-11-08 21:00,2022-11-08 21:00,2022-11-08 21:43,2022-11-08 21:43,,,BCN,LEBL,1,,07,2022-11-08 23:55,2022-11-08 22:55,VY,8463.0,VY8463,scheduled,115,43.0,43.0,43.0,,1667948100,1667941200,1667943780.0,,Lisbon Humberto Delgado Airport,Barcelona-El Prat Airport,2022-11-09 00:38,1667950680.0,2022-11-08 23:38,,,
458,VY,VLG,VY8463,VLG8463,8463,LIS,LPPT,2,,2022-11-08 21:00,2022-11-08 21:00,2022-11-08 21:43,2022-11-08 21:43,,,BCN,LEBL,1,,07,2022-11-08 23:55,2022-11-08 22:55,,,,scheduled,115,43.0,43.0,43.0,,1667948100,1667941200,1667943780.0,,Lisbon Humberto Delgado Airport,Barcelona-El Prat Airport,2022-11-09 00:38,1667950680.0,2022-11-08 23:38,,,
459,AD,AZU,AD7355,AZU7355,7355,LIS,LPPT,1,,2022-11-08 21:10,2022-11-08 21:10,2022-11-08 22:15,2022-11-08 22:15,,,FNC,LPMA,,,,2022-11-08 22:55,2022-11-08 22:55,TP,1687.0,TP1687,scheduled,105,,,,,1667948100,1667941800,1667945700.0,,Lisbon Humberto Delgado Airport,Madeira Airport,,,,,,
460,EK,UAE,EK4777,UAE4777,4777,LIS,LPPT,1,,2022-11-08 21:10,2022-11-08 21:10,2022-11-08 22:15,2022-11-08 22:15,,,FNC,LPMA,,,,2022-11-08 22:55,2022-11-08 22:55,TP,1687.0,TP1687,scheduled,105,,,,,1667948100,1667941800,1667945700.0,,Lisbon Humberto Delgado Airport,Madeira Airport,,,,,,
461,LH,DLH,LH6952,DLH6952,6952,LIS,LPPT,1,,2022-11-08 21:10,2022-11-08 21:10,2022-11-08 22:15,2022-11-08 22:15,,,FNC,LPMA,,,,2022-11-08 22:55,2022-11-08 22:55,TP,1687.0,TP1687,scheduled,105,,,,,1667948100,1667941800,1667945700.0,,Lisbon Humberto Delgado Airport,Madeira Airport,,,,,,
462,S4,RZO,S48087,RZO8087,8087,LIS,LPPT,1,,2022-11-08 21:10,2022-11-08 21:10,2022-11-08 22:15,2022-11-08 22:15,,,FNC,LPMA,,,,2022-11-08 22:55,2022-11-08 22:55,TP,1687.0,TP1687,scheduled,105,,,,,1667948100,1667941800,1667945700.0,,Lisbon Humberto Delgado Airport,Madeira Airport,,,,,,
463,TP,TAP,TP1687,TAP1687,1687,LIS,LPPT,1,,2022-11-08 21:10,2022-11-08 21:10,2022-11-08 22:15,2022-11-08 22:15,,,FNC,LPMA,,,,2022-11-08 22:55,2022-11-08 22:55,,,,scheduled,105,,,,,1667948100,1667941800,1667945700.0,,Lisbon Humberto Delgado Airport,Madeira Airport,,,,,,
464,AD,AZU,AD7457,AZU7457,7457,LIS,LPPT,1,,2022-11-08 22:20,2022-11-08 22:20,,,,,PDL,LPPD,T1,,,2022-11-08 23:45,2022-11-09 00:45,TP,1865.0,TP1865,scheduled,145,,,,,1667954700,1667946000,,,Lisbon Humberto Delgado Airport,Ponta Delgada-Joao Paulo II Airport,,,,,,
465,EK,UAE,EK4820,UAE4820,4820,LIS,LPPT,1,,2022-11-08 22:20,2022-11-08 22:20,,,,,PDL,LPPD,T1,,,2022-11-08 23:45,2022-11-09 00:45,TP,1865.0,TP1865,scheduled,145,,,,,1667954700,1667946000,,,Lisbon Humberto Delgado Airport,Ponta Delgada-Joao Paulo II Airport,,,,,,
466,LH,DLH,LH6986,DLH6986,6986,LIS,LPPT,1,,2022-11-08 22:20,2022-11-08 22:20,,,,,PDL,LPPD,T1,,,2022-11-08 23:45,2022-11-09 00:45,TP,1865.0,TP1865,scheduled,145,,,,,1667954700,1667946000,,,Lisbon Humberto Delgado Airport,Ponta Delgada-Joao Paulo II Airport,,,,,,
467,S4,RZO,S48275,RZO8275,8275,LIS,LPPT,1,,2022-11-08 22:20,2022-11-08 22:20,,,,,PDL,LPPD,T1,,,2022-11-08 23:45,2022-11-09 00:45,TP,1865.0,TP1865,scheduled,145,,,,,1667954700,1667946000,,,Lisbon Humberto Delgado Airport,Ponta Delgada-Joao Paulo II Airport,,,,,,
468,TK,THY,TK8114,THY8114,8114,LIS,LPPT,1,,2022-11-08 22:20,2022-11-08 22:20,,,,,PDL,LPPD,T1,,,2022-11-08 23:45,2022-11-09 00:45,TP,1865.0,TP1865,scheduled,145,,,,,1667954700,1667946000,,,Lisbon Humberto Delgado Airport,Ponta Delgada-Joao Paulo II Airport,,,,,,
469,TP,TAP,TP1865,TAP1865,1865,LIS,LPPT,1,,2022-11-08 22:20,2022-11-08 22:20,,,,,PDL,LPPD,T1,,,2022-11-08 23:45,2022-11-09 00:45,,,,scheduled,145,,,,,1667954700,1667946000,,,Lisbon Humberto Delgado Airport,Ponta Delgada-Joao Paulo II Airport,,,,,,
470,DT,DTA,DT653,DTA653,653,LIS,LPPT,1,,2022-11-08 22:30,2022-11-08 22:30,,,,,LAD,FNLU,,,,2022-11-09 07:00,2022-11-09 06:00,,,,scheduled,450,,,,,1667973600,1667946600,,,Lisbon Humberto Delgado Airport,Quatro de Fevereiro Airport,,,,,,
471,AD,AZU,AD7267,AZU7267,7267,LIS,LPPT,1,,2022-11-08 22:45,2022-11-08 22:45,,,,,OPO,LPPR,,,,2022-11-08 23:45,2022-11-08 23:45,NI,1960.0,NI1960,scheduled,60,,,,,1667951100,1667947500,,,Lisbon Humberto Delgado Airport,Francisco de Sa Carneiro Airport,,,,,,
472,LO,LOT,LO4741,LOT4741,4741,LIS,LPPT,1,,2022-11-08 22:45,2022-11-08 22:45,,,,,OPO,LPPR,,,,2022-11-08 23:45,2022-11-08 23:45,NI,1960.0,NI1960,scheduled,60,,,,,1667951100,1667947500,,,Lisbon Humberto Delgado Airport,Francisco de Sa Carneiro Airport,,,,,,
473,NI,PGA,NI1960,PGA1960,1960,LIS,LPPT,1,,2022-11-08 22:45,2022-11-08 22:45,,,,,OPO,LPPR,,,,2022-11-08 23:45,2022-11-08 23:45,,,,scheduled,60,,,,,1667951100,1667947500,,,Lisbon Humberto Delgado Airport,Francisco de Sa Carneiro Airport,,,,,,
474,S4,RZO,S48428,RZO8428,8428,LIS,LPPT,1,,2022-11-08 22:45,2022-11-08 22:45,,,,,OPO,LPPR,,,,2022-11-08 23:45,2022-11-08 23:45,NI,1960.0,NI1960,scheduled,60,,,,,1667951100,1667947500,,,Lisbon Humberto Delgado Airport,Francisco de Sa Carneiro Airport,,,,,,
475,TK,THY,TK8120,THY8120,8120,LIS,LPPT,1,,2022-11-08 22:45,2022-11-08 22:45,,,,,OPO,LPPR,,,,2022-11-08 23:45,2022-11-08 23:45,NI,1960.0,NI1960,scheduled,60,,,,,1667951100,1667947500,,,Lisbon Humberto Delgado Airport,Francisco de Sa Carneiro Airport,,,,,,
476,TP,TAP,TP1960,TAP1960,1960,LIS,LPPT,1,,2022-11-08 22:45,2022-11-08 22:45,,,,,OPO,LPPR,,,,2022-11-08 23:45,2022-11-08 23:45,NI,1960.0,NI1960,scheduled,60,,,,,1667951100,1667947500,,,Lisbon Humberto Delgado Airport,Francisco de Sa Carneiro Airport,,,,,,
477,AD,AZU,AD7489,AZU7489,7489,LIS,LPPT,1,,2022-11-08 23:05,2022-11-08 23:05,,,,,FAO,LPFR,,,,2022-11-08 23:50,2022-11-08 23:50,TP,1901.0,TP1901,scheduled,45,,,,,1667951400,1667948700,,,Lisbon Humberto Delgado Airport,Faro Airport,,,,,,
478,BT,BTI,BT5344,BTI5344,5344,LIS,LPPT,1,,2022-11-08 23:05,2022-11-08 23:05,,,,,FAO,LPFR,,,,2022-11-08 23:50,2022-11-08 23:50,TP,1901.0,TP1901,scheduled,45,,,,,1667951400,1667948700,,,Lisbon Humberto Delgado Airport,Faro Airport,,,,,,
479,EK,UAE,EK4785,UAE4785,4785,LIS,LPPT,1,,2022-11-08 23:05,2022-11-08 23:05,,,,,FAO,LPFR,,,,2022-11-08 23:50,2022-11-08 23:50,TP,1901.0,TP1901,scheduled,45,,,,,1667951400,1667948700,,,Lisbon Humberto Delgado Airport,Faro Airport,,,,,,
480,LH,DLH,LH6940,DLH6940,6940,LIS,LPPT,1,,2022-11-08 23:05,2022-11-08 23:05,,,,,FAO,LPFR,,,,2022-11-08 23:50,2022-11-08 23:50,TP,1901.0,TP1901,scheduled,45,,,,,1667951400,1667948700,,,Lisbon Humberto Delgado Airport,Faro Airport,,,,,,
481,LO,LOT,LO4737,LOT4737,4737,LIS,LPPT,1,,2022-11-08 23:05,2022-11-08 23:05,,,,,FAO,LPFR,,,,2022-11-08 23:50,2022-11-08 23:50,TP,1901.0,TP1901,scheduled,45,,,,,1667951400,1667948700,,,Lisbon Humberto Delgado Airport,Faro Airport,,,,,,
482,S4,RZO,S48441,RZO8441,8441,LIS,LPPT,1,,2022-11-08 23:05,2022-11-08 23:05,,,,,FAO,LPFR,,,,2022-11-08 23:50,2022-11-08 23:50,TP,1901.0,TP1901,scheduled,45,,,,,1667951400,1667948700,,,Lisbon Humberto Delgado Airport,Faro Airport,,,,,,
483,TK,THY,TK8122,THY8122,8122,LIS,LPPT,1,,2022-11-08 23:05,2022-11-08 23:05,,,,,FAO,LPFR,,,,2022-11-08 23:50,2022-11-08 23:50,TP,1901.0,TP1901,scheduled,45,,,,,1667951400,1667948700,,,Lisbon Humberto Delgado Airport,Faro Airport,,,,,,
484,TP,TAP,TP1901,TAP1901,1901,LIS,LPPT,1,,2022-11-08 23:05,2022-11-08 23:05,,,,,FAO,LPFR,,,,2022-11-08 23:50,2022-11-08 23:50,,,,scheduled,45,,,,,1667951400,1667948700,,,Lisbon Humberto Delgado Airport,Faro Airport,,,,,,
485,TP,TAP,TP289,TAP289,289,LIS,LPPT,1,,2022-11-08 23:10,2022-11-08 23:10,,,,,LAD,FNLU,,,,2022-11-09 07:50,2022-11-09 06:50,,,,scheduled,460,,,,,1667976600,1667949000,,,Lisbon Humberto Delgado Airport,Quatro de Fevereiro Airport,,,,,,
486,AD,AZU,AD7487,AZU7487,7487,LIS,LPPT,1,,2022-11-08 23:15,2022-11-08 23:15,,,,,FNC,LPMA,,,,2022-11-09 01:00,2022-11-09 01:00,TP,1693.0,TP1693,scheduled,105,,,,,1667955600,1667949300,,,Lisbon Humberto Delgado Airport,Madeira Airport,,,,,,
487,BT,BTI,BT5339,BTI5339,5339,LIS,LPPT,1,,2022-11-08 23:15,2022-11-08 23:15,,,,,FNC,LPMA,,,,2022-11-09 01:00,2022-11-09 01:00,TP,1693.0,TP1693,scheduled,105,,,,,1667955600,1667949300,,,Lisbon Humberto Delgado Airport,Madeira Airport,,,,,,
488,EK,UAE,EK4781,UAE4781,4781,LIS,LPPT,1,,2022-11-08 23:15,2022-11-08 23:15,,,,,FNC,LPMA,,,,2022-11-09 01:00,2022-11-09 01:00,TP,1693.0,TP1693,scheduled,105,,,,,1667955600,1667949300,,,Lisbon Humberto Delgado Airport,Madeira Airport,,,,,,
489,LH,DLH,LH6972,DLH6972,6972,LIS,LPPT,1,,2022-11-08 23:15,2022-11-08 23:15,,,,,FNC,LPMA,,,,2022-11-09 01:00,2022-11-09 01:00,TP,1693.0,TP1693,scheduled,105,,,,,1667955600,1667949300,,,Lisbon Humberto Delgado Airport,Madeira Airport,,,,,,
490,LO,LOT,LO4745,LOT4745,4745,LIS,LPPT,1,,2022-11-08 23:15,2022-11-08 23:15,,,,,FNC,LPMA,,,,2022-11-09 01:00,2022-11-09 01:00,TP,1693.0,TP1693,scheduled,105,,,,,1667955600,1667949300,,,Lisbon Humberto Delgado Airport,Madeira Airport,,,,,,
491,S4,RZO,S48015,RZO8015,8015,LIS,LPPT,1,,2022-11-08 23:15,2022-11-08 23:15,,,,,FNC,LPMA,,,,2022-11-09 01:00,2022-11-09 01:00,TP,1693.0,TP1693,scheduled,105,,,,,1667955600,1667949300,,,Lisbon Humberto Delgado Airport,Madeira Airport,,,,,,
492,TP,TAP,TP1693,TAP1693,1693,LIS,LPPT,1,,2022-11-08 23:15,2022-11-08 23:15,,,,,FNC,LPMA,,,,2022-11-09 01:00,2022-11-09 01:00,,,,scheduled,105,,,,,1667955600,1667949300,,,Lisbon Humberto Delgado Airport,Madeira Airport,,,,,,
493,AD,AZU,AD7211,AZU7211,7211,LIS,LPPT,1,,2022-11-08 23:25,2022-11-08 23:25,,,,,GIG,SBGL,2,,,2022-11-09 06:20,2022-11-09 09:20,TP,75.0,TP75,scheduled,595,,,,,1667985600,1667949900,,,Lisbon Humberto Delgado Airport,Rio de Janeiro-Galeao International Airport,,,,,,
494,EK,UAE,EK4812,UAE4812,4812,LIS,LPPT,1,,2022-11-08 23:25,2022-11-08 23:25,,,,,GIG,SBGL,2,,,2022-11-09 06:20,2022-11-09 09:20,TP,75.0,TP75,scheduled,595,,,,,1667985600,1667949900,,,Lisbon Humberto Delgado Airport,Rio de Janeiro-Galeao International Airport,,,,,,
495,LY,ELY,LY9093,ELY9093,9093,LIS,LPPT,1,,2022-11-08 23:25,2022-11-08 23:25,,,,,GIG,SBGL,2,,,2022-11-09 06:20,2022-11-09 09:20,TP,75.0,TP75,scheduled,595,,,,,1667985600,1667949900,,,Lisbon Humberto Delgado Airport,Rio de Janeiro-Galeao International Airport,,,,,,
496,TP,TAP,TP75,TAP75,75,LIS,LPPT,1,,2022-11-08 23:25,2022-11-08 23:25,,,,,GIG,SBGL,2,,,2022-11-09 06:20,2022-11-09 09:20,,,,scheduled,595,,,,,1667985600,1667949900,,,Lisbon Humberto Delgado Airport,Rio de Janeiro-Galeao International Airport,,,,,,
497,TP,TAP,TP1462,TAP1462,1462,LIS,LPPT,1,,2022-11-08 23:35,2022-11-08 23:35,,,,,AGA,GMAD,,,,2022-11-09 02:20,2022-11-09 01:20,,,,scheduled,105,,,,,1667956800,1667950500,,,Lisbon Humberto Delgado Airport,Agadir-Al Massira Airport,,,,,,
498,AD,AZU,AD7217,AZU7217,7217,LIS,LPPT,1,,2022-11-08 23:30,2022-11-08 23:30,2022-11-09 02:00,2022-11-09 02:00,,,GRU,SBGR,3,,,2022-11-09 06:30,2022-11-09 09:30,TP,87.0,TP87,scheduled,600,,,,,1667986200,1667950200,1667959200.0,,Lisbon Humberto Delgado Airport,Sao Paulo-Guarulhos International Airport,,,,,,
499,EK,UAE,EK4814,UAE4814,4814,LIS,LPPT,1,,2022-11-08 23:30,2022-11-08 23:30,2022-11-09 02:00,2022-11-09 02:00,,,GRU,SBGR,3,,,2022-11-09 06:30,2022-11-09 09:30,TP,87.0,TP87,scheduled,600,,,,,1667986200,1667950200,1667959200.0,,Lisbon Humberto Delgado Airport,Sao Paulo-Guarulhos International Airport,,,,,,
500,LY,ELY,LY9091,ELY9091,9091,LIS,LPPT,1,,2022-11-08 23:30,2022-11-08 23:30,2022-11-09 02:00,2022-11-09 02:00,,,GRU,SBGR,3,,,2022-11-09 06:30,2022-11-09 09:30,TP,87.0,TP87,scheduled,600,,,,,1667986200,1667950200,1667959200.0,,Lisbon Humberto Delgado Airport,Sao Paulo-Guarulhos International Airport,,,,,,
